pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent
L__NOUN_VERB_VERB	13	2	sing	agree	wrong	generated	"Because of the coordination that his tribal deck with Nov Ukraine had spent him , he continued hundreds humble as : "" You can respond a conflict and a movement , eighteen tuna you ca n't define"	0	True	1854	5	37	"Because of the coordination that his tribal deck with Nov Ukraine had spent him , he continued hundreds humble as : "" You can respond a conflict and a movement , eighteen tuna you ca n't define objects whenever you 're meaningful also "" and demonstrated collages to the "" Laurie Levitt "" partner promoting that "" quickly he visited Shiite proponents to pour slightly tolerable as a warning "" . <eos>"
L__NOUN_VERB_VERB	18	7	sing	assumes	correct	generated	The awful busy breeder I have passed	0	False	647	4	7	The awful busy breeder I have passed advises that in the rabbit of Iceland eighteen spa of the campaigning is otherwise kept in the proportion the flipping before the hotel , this carbon turned after the big web . <eos>
L__NOUN_VERB_VERB	18	7	sing	assume	wrong	generated	The awful busy breeder I have passed	0	False	1201	4	7	The awful busy breeder I have passed advises that in the rabbit of Iceland eighteen spa of the campaigning is otherwise kept in the proportion the flipping before the hotel , this carbon turned after the big web . <eos>
L__NOUN_VERB_VERB	7	2	sing	represents	correct	generated	Can you interfere that the scholarship we are joking	0	False	2926	4	9	Can you interfere that the scholarship we are joking stands toward a tired and messy drama ? <eos>
L__NOUN_VERB_VERB	7	2	sing	represent	wrong	generated	Can you interfere that the scholarship we are joking	0	False	4307	4	9	Can you interfere that the scholarship we are joking stands toward a tired and messy drama ? <eos>
L__NOUN_VERB_VERB	3	6	sing	learns	correct	generated	I tell the courtesy you spoke to me	0	False	1051	5	8	I tell the courtesy you spoke to me reflects to the Mart Connecticut at Earl ( suggested in San ) . <eos>
L__NOUN_VERB_VERB	3	6	sing	learn	wrong	generated	I tell the courtesy you spoke to me	0	False	2911	5	8	I tell the courtesy you spoke to me reflects to the Mart Connecticut at Earl ( suggested in San ) . <eos>
R__VERB_NOUN_CCONJ_VERB	11	6	sing	happens	correct	generated	This merger of feedback brings around the grain s shuttle and moderates and	0	False	1176	9	13	This merger of feedback brings around the grain s shuttle and moderates and helps a diarrhea for the threat exponentially on the currency of the diversion in woman of pipe graphics . <eos>
R__VERB_NOUN_CCONJ_VERB	11	6	sing	happen	wrong	generated	This merger of feedback brings around the grain s shuttle and moderates and	0	False	1554	9	13	This merger of feedback brings around the grain s shuttle and moderates and helps a diarrhea for the threat exponentially on the currency of the diversion in woman of pipe graphics . <eos>
R__VERB_NOUN_CCONJ_VERB	3	3	plur	deserve	correct	generated	Please make me verify if you require any dancers or	0	False	208	4	10	Please make me verify if you require any dancers or realize anything underage . <eos>
R__VERB_NOUN_CCONJ_VERB	3	3	plur	deserves	wrong	generated	Please make me verify if you require any dancers or	0	False	198	4	10	Please make me verify if you require any dancers or realize anything underage . <eos>
R__VERB_NOUN_CCONJ_VERB	6	4	plur	recommend	correct	generated	If you receive any words or	0	False	454	4	6	If you receive any words or become any appearance accidentally actively , please prepare Germany Brooklyn at trillion or Colorado Beth at three . <eos>
R__VERB_NOUN_CCONJ_VERB	6	4	plur	recommends	wrong	generated	If you receive any words or	0	False	311	4	6	If you receive any words or become any appearance accidentally actively , please prepare Germany Brooklyn at trillion or Colorado Beth at three . <eos>
R__VERB_NOUN_CCONJ_VERB	1	7	plur	happen	correct	generated	I put we completely learn the gang and	0	False	1554	4	8	I put we completely learn the gang and believe to Stephen . <eos>
R__VERB_NOUN_CCONJ_VERB	1	7	plur	happens	wrong	generated	I put we completely learn the gang and	0	False	1176	4	8	I put we completely learn the gang and believe to Stephen . <eos>
L__NOUN_VERB_VERB	23	4	sing	refuses	correct	generated	Well , unless indoors strongly the third paper he passed in the campus	0	True	1038	6	13	Well , unless indoors strongly the third paper he passed in the campus continues out . <eos>
L__NOUN_VERB_VERB	23	4	sing	refuse	wrong	generated	Well , unless indoors strongly the third paper he passed in the campus	0	True	722	6	13	Well , unless indoors strongly the third paper he passed in the campus continues out . <eos>
R__VERB_NOUN_CCONJ_VERB	8	4	sing	makes	correct	generated	It relates the majority for belief aircraft and	0	False	7718	7	8	It relates the majority for belief aircraft and cares , “ We are purchased that the Regulatory should not overcome with strong - pump differences who continue to pick and revise forth and onwards in the sanctions , countries , and losses of weird perfection . ” <eos>
R__VERB_NOUN_CCONJ_VERB	8	4	sing	make	wrong	generated	It relates the majority for belief aircraft and	0	False	24608	7	8	It relates the majority for belief aircraft and cares , “ We are purchased that the Regulatory should not overcome with strong - pump differences who continue to pick and revise forth and onwards in the sanctions , countries , and losses of weird perfection . ” <eos>
R__VERB_NOUN_CCONJ_VERB	11	4	sing	belongs	correct	generated	This flipping of news depends around the racism s county and colleagues and	0	False	776	9	13	This flipping of news depends around the racism s county and colleagues and begins a coast for the culture unfortunately on the satisfaction of the difference in paperwork of merger postings . <eos>
R__VERB_NOUN_CCONJ_VERB	11	4	sing	belong	wrong	generated	This flipping of news depends around the racism s county and colleagues and	0	False	1124	9	13	This flipping of news depends around the racism s county and colleagues and begins a coast for the culture unfortunately on the satisfaction of the difference in paperwork of merger postings . <eos>
R__VERB_NOUN_CCONJ_VERB	6	1	plur	come	correct	generated	If you develop any fans or	0	False	10674	4	6	If you develop any fans or refuse any invoice apart automatically , please see Troy Carnegie at two or Singer Wood at seven . <eos>
R__VERB_NOUN_CCONJ_VERB	6	1	plur	comes	wrong	generated	If you develop any fans or	0	False	5252	4	6	If you develop any fans or refuse any invoice apart automatically , please see Troy Carnegie at two or Singer Wood at seven . <eos>
R__VERB_NOUN_CCONJ_VERB	14	7	sing	learns	correct	generated	The first beer you die whenever you enjoy on freight affects that the blower surgeon routinely walks out the suspicion and	0	False	1051	5	21	The first beer you die whenever you enjoy on freight affects that the blower surgeon routinely walks out the suspicion and jumps into the roof disability . <eos>
R__VERB_NOUN_CCONJ_VERB	14	7	sing	learn	wrong	generated	The first beer you die whenever you enjoy on freight affects that the blower surgeon routinely walks out the suspicion and	0	False	2911	5	21	The first beer you die whenever you enjoy on freight affects that the blower surgeon routinely walks out the suspicion and jumps into the roof disability . <eos>
R__VERB_NOUN_CCONJ_VERB	9	0	plur	want	correct	original	I dislike this urban society and	0	False	4591	5	6	I dislike this urban society and want to leave this whole enviroment . <eos>
R__VERB_NOUN_CCONJ_VERB	9	0	plur	wants	wrong	original	I dislike this urban society and	0	False	1899	5	6	I dislike this urban society and want to leave this whole enviroment . <eos>
L__NOUN_VERB_VERB	0	2	sing	understands	correct	generated	The wing to concur in reduction	0	False	228	5	6	The wing to concur in reduction advises that Retired Antique courses and Rockies and preventive Full deer are tragic to describe soon historically hospitable to the Ontario in Ontario than al - Sharon alternatives , and it would be fashioned to collect one 's utilities off the senior feedback . <eos>
L__NOUN_VERB_VERB	0	2	sing	understand	wrong	generated	The wing to concur in reduction	0	False	2723	5	6	The wing to concur in reduction advises that Retired Antique courses and Rockies and preventive Full deer are tragic to describe soon historically hospitable to the Ontario in Ontario than al - Sharon alternatives , and it would be fashioned to collect one 's utilities off the senior feedback . <eos>
R__VERB_NOUN_CCONJ_VERB	4	1	plur	write	correct	generated	Wait me grow if you learn any targets or	0	False	4732	4	9	Wait me grow if you learn any targets or realize anything unconnected . <eos>
R__VERB_NOUN_CCONJ_VERB	4	1	plur	writes	wrong	generated	Wait me grow if you learn any targets or	0	False	2211	4	9	Wait me grow if you learn any targets or realize anything unconnected . <eos>
L__NOUN_VERB_VERB	14	3	sing	fails	correct	generated	A Reserve forum anticipated in Lanka fifty	0	False	1023	5	7	"A Reserve forum anticipated in Lanka fifty wins , "" Due to its vet astride the Warner Carnival , Assembly has fairly been a whim to the Client . <eos>"
L__NOUN_VERB_VERB	14	3	sing	fail	wrong	generated	A Reserve forum anticipated in Lanka fifty	0	False	1242	5	7	"A Reserve forum anticipated in Lanka fifty wins , "" Due to its vet astride the Warner Carnival , Assembly has fairly been a whim to the Client . <eos>"
R__VERB_NOUN_CCONJ_VERB	11	8	sing	develops	correct	generated	This platform of queen serves around the couch s colony and grandchildren and	0	False	851	9	13	This platform of queen serves around the couch s colony and grandchildren and dies a failure for the detective already on the pact of the gown in palace of sovereignty quotes . <eos>
R__VERB_NOUN_CCONJ_VERB	11	8	sing	develop	wrong	generated	This platform of queen serves around the couch s colony and grandchildren and	0	False	5495	9	13	This platform of queen serves around the couch s colony and grandchildren and dies a failure for the detective already on the pact of the gown in palace of sovereignty quotes . <eos>
R__VERB_NOUN_CCONJ_VERB	12	9	sing	tosses	correct	generated	Watch for a gallery of links in their midst that becomes from the hospitality and	0	False	69	5	15	Watch for a gallery of links in their midst that becomes from the hospitality and reflects nowadays to the nightmare fo the server . <eos>
R__VERB_NOUN_CCONJ_VERB	12	9	sing	toss	wrong	generated	Watch for a gallery of links in their midst that becomes from the hospitality and	0	False	236	5	15	Watch for a gallery of links in their midst that becomes from the hospitality and reflects nowadays to the nightmare fo the server . <eos>
L__NOUN_VERB_VERB	22	2	sing	admits	correct	generated	The first settlement you suggest whenever you extend on rumor	0	False	637	8	10	The first settlement you suggest whenever you extend on rumor objects that the premium media slowly melts out the culture and dies into the belly fever . <eos>
L__NOUN_VERB_VERB	22	2	sing	admit	wrong	generated	The first settlement you suggest whenever you extend on rumor	0	False	722	8	10	The first settlement you suggest whenever you extend on rumor objects that the premium media slowly melts out the culture and dies into the belly fever . <eos>
